======================================================================
TOP FEATURES BY CLUSTER RELEVANCE
Dataset: calcite-sm-only
Algorithm: DBSCAN
Samples: 19751, Features: 2859
======================================================================

Rank   Feature                                               Relevance
271    SM_enum_tnlg_stdev                                     5.472085
272    SM_annotation_nii_atkinson                             5.471182
273    SM_interface_dit_sum                                   5.470771
274    SM_enum_cc_shannon_entropy                             5.470527
275    SM_enum_clc_shannon_entropy                            5.470527
276    SM_enum_cllc_shannon_entropy                           5.470527
277    SM_enum_nlm_generalized_entropy                        5.469179
278    SM_enum_nm_generalized_entropy                         5.469179
279    SM_interface_ccl_avg                                   5.467928
280    SM_enum_tcd_generalized_entropy                        5.466728
281    SM_enum_tcd_atkinson                                   5.463434
282    SM_enum_cco_shannon_entropy                            5.461050
283    SM_enum_ccl_shannon_entropy                            5.461050
284    SM_enum_ci_shannon_entropy                             5.461050
285    SM_enum_ldc_shannon_entropy                            5.459560
286    SM_enum_lldc_shannon_entropy                           5.459560
287    SM_enum_ci_max                                         5.458740
288    SM_enum_ccl_generalized_entropy                        5.457769
289    SM_enum_nlpm_generalized_entropy                       5.455526
290    SM_enum_npm_generalized_entropy                        5.455526
291    SM_enum_ci_sum                                         5.452780
292    SM_file_pda                                            5.451763
293    SM_enum_nla_theil                                      5.449890
294    SM_enum_na_theil                                       5.449890
295    SM_enum_ng_theil                                       5.434926
296    SM_enum_nlg_theil                                      5.434926
297    SM_enum_tnla_theil                                     5.432019
298    SM_enum_tna_theil                                      5.432019
299    SM_enum_loc_stdev                                      5.424816
300    SM_enum_dloc_generalized_entropy                       5.422410
301    SM_enum_tnpa_theil                                     5.420434
302    SM_enum_tnlpa_theil                                    5.420434
303    SM_interface_ccl_stdev                                 5.415111
304    SM_enum_lloc_generalized_entropy                       5.412093
305    SM_interface_cloc_stdev                                5.397668
306    SM_annotation_nii_median                               5.394506
307    SM_annotation_nii_sum                                  5.394506
308    SM_annotation_nii_min                                  5.394506
309    SM_annotation_nii_avg                                  5.394506
310    SM_annotation_nii_max                                  5.394506
311    SM_class_tnla_max                                      5.393553
312    SM_interface_ccl_sum                                   5.389261
313    SM_interface_ccl_max                                   5.389261
314    SM_annotation_tnm_min                                  5.388638
315    SM_annotation_tnm_max                                  5.388638
316    SM_annotation_tnm_median                               5.388638
317    SM_annotation_tnlm_sum                                 5.388638
318    SM_annotation_nlm_max                                  5.388638
319    SM_annotation_nlm_sum                                  5.388638
320    SM_annotation_nlm_median                               5.388638
321    SM_annotation_nlm_min                                  5.388638
322    SM_annotation_nm_median                                5.388638
323    SM_annotation_nm_min                                   5.388638
324    SM_annotation_rfc_max                                  5.388638
325    SM_annotation_nm_avg                                   5.388638
326    SM_annotation_nlm_avg                                  5.388638
327    SM_annotation_rfc_sum                                  5.388638
328    SM_annotation_rfc_min                                  5.388638
329    SM_annotation_rfc_avg                                  5.388638
330    SM_annotation_tnlm_median                              5.388638
331    SM_annotation_rfc_median                               5.388638
332    SM_annotation_nm_max                                   5.388638
333    SM_annotation_nm_sum                                   5.388638
334    SM_annotation_wmc_max                                  5.388638
335    SM_annotation_wmc_sum                                  5.388638
336    SM_annotation_wmc_median                               5.388638
337    SM_annotation_wmc_avg                                  5.388638
338    SM_annotation_tnm_sum                                  5.388638
339    SM_annotation_tnlm_min                                 5.388638
340    SM_annotation_tnm_avg                                  5.388638
341    SM_annotation_tnlm_max                                 5.388638
342    SM_annotation_tnlm_avg                                 5.388638
343    SM_annotation_wmc_min                                  5.388638
344    SM_annotation_tnlm_gini                                5.379022
345    SM_annotation_nm_gini                                  5.379022
346    SM_annotation_nii_gini                                 5.379022
347    SM_annotation_rfc_gini                                 5.379022
348    SM_annotation_nlm_gini                                 5.379022
349    SM_annotation_tnm_gini                                 5.379022
350    SM_annotation_wmc_gini                                 5.379022
351    SM_enum_tloc_stdev                                     5.378119
352    SM_enum_tlloc_generalized_entropy                      5.376314
353    SM_method_hpl_sum                                      5.376002
354    SM_enum_lloc_stdev                                     5.370334
355    SM_interface_dloc_stdev                                5.367663
356    SM_enum_cbo_coefficient_of_variation                   5.363207
357    SM_interface_ccl_generalized_entropy                   5.361394
358    SM_enum_tnpm_generalized_entropy                       5.357233
359    SM_enum_tnlpm_generalized_entropy                      5.357233
360    SM_enum_cloc_generalized_entropy                       5.355197
361    SM_enum_dloc_atkinson                                  5.354478
362    SM_class_tlloc_max                                     5.353913
363    SM_enum_cboi_coefficient_of_variation                  5.351824
364    SM_enum_tcloc_generalized_entropy                      5.347474
365    SM_enum_cloc_atkinson                                  5.346957
366    SM_enum_cbo_atkinson                                   5.344963
367    SM_enum_lloc_atkinson                                  5.342806
368    SM_interface_noa_coefficient_of_variation              5.340177
369    SM_class_pda_sum                                       5.335553
370    SM_method_hdif_sum                                     5.334398
371    SM_interface_nop_coefficient_of_variation              5.333546
372    SM_enum_tcloc_atkinson                                 5.333056
373    SM_enum_tlloc_stdev                                    5.332085
374    SM_enum_cboi_hoover                                    5.331990
375    SM_enum_loc_generalized_entropy                        5.327911
376    SM_enum_lcom5_generalized_entropy                      5.327239
377    SM_enum_cbo_hoover                                     5.325836
378    SM_enum_dloc_theil                                     5.320956
379    SM_enum_tlloc_atkinson                                 5.319079
380    SM_interface_ng_sum                                    5.313305
381    SM_enum_ng_coefficient_of_variation                    5.312835
382    SM_enum_nlg_coefficient_of_variation                   5.312835
